cellname	file_path	stage	celltype
GasaE751111	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998703_GasaE751111.pairs.gz	E75	mitosis
GasaE751112	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998704_GasaE751112.pairs.gz	E75	blood
GasaE751113	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998705_GasaE751113.pairs.gz	E75	early mesenchyme
GasaE751119	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998711_GasaE751119.pairs.gz	E75	ExE mesoderm
GasaE751124	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998716_GasaE751124.pairs.gz	E75	blood
GasaE751126	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998718_GasaE751126.pairs.gz	E75	neural ectoderm
GasaE751127	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998719_GasaE751127.pairs.gz	E75	early mesenchyme
GasaE751129	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998721_GasaE751129.pairs.gz	E75	ExE ectoderm
GasaE751131	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998723_GasaE751131.pairs.gz	E75	early mesoderm
GasaE751132	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998724_GasaE751132.pairs.gz	E75	ExE ectoderm
GasaE751133	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998725_GasaE751133.pairs.gz	E75	neural ectoderm
GasaE751136	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998728_GasaE751136.pairs.gz	E75	early mesenchyme
GasaE751137	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998729_GasaE751137.pairs.gz	E75	ExE mesoderm
GasaE751138	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998730_GasaE751138.pairs.gz	E75	neural ectoderm
GasaE751141	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998733_GasaE751141.pairs.gz	E75	neural ectoderm
GasaE751142	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998734_GasaE751142.pairs.gz	E75	neural ectoderm
GasaE751148	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998740_GasaE751148.pairs.gz	E75	mitosis
GasaE751151	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998743_GasaE751151.pairs.gz	E75	blood
GasaE751152	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998744_GasaE751152.pairs.gz	E75	ExE mesoderm
GasaE751156	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998748_GasaE751156.pairs.gz	E75	early mesoderm
GasaE751159	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998751_GasaE751159.pairs.gz	E75	ExE ectoderm
GasaE751160	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998752_GasaE751160.pairs.gz	E75	ExE ectoderm
GasaE751164	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998756_GasaE751164.pairs.gz	E75	neural ectoderm
GasaE751166	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998758_GasaE751166.pairs.gz	E75	ExE mesoderm
GasaE751168	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998760_GasaE751168.pairs.gz	E75	mitosis
GasaE751170	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998762_GasaE751170.pairs.gz	E75	blood
GasaE751174	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998766_GasaE751174.pairs.gz	E75	ExE ectoderm
GasaE751176	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998768_GasaE751176.pairs.gz	E75	endoderm
GasaE751177	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998769_GasaE751177.pairs.gz	E75	neural ectoderm
GasaE751178	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998770_GasaE751178.pairs.gz	E75	epithelial cells
GasaE751179	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998771_GasaE751179.pairs.gz	E75	early mesoderm
GasaE751181	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998773_GasaE751181.pairs.gz	E75	epithelial cells
GasaE751183	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998774_GasaE751183.pairs.gz	E75	early mesoderm
GasaE751184	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998775_GasaE751184.pairs.gz	E75	ExE endoderm
GasaE751186	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998777_GasaE751186.pairs.gz	E75	ExE mesoderm
GasaE751187	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998778_GasaE751187.pairs.gz	E75	blood
GasaE751188	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998779_GasaE751188.pairs.gz	E75	ExE endoderm
GasaE751190	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998781_GasaE751190.pairs.gz	E75	mitosis
GasaE751193	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998784_GasaE751193.pairs.gz	E75	neural ectoderm
GasaE751200	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998800_GasaE751200.pairs.gz	E75	ExE ectoderm
GasaE751201	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998805_GasaE751201.pairs.gz	E75	ExE endoderm
GasaE751202	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998811_GasaE751202.pairs.gz	E75	neural ectoderm
GasaE751203	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998816_GasaE751203.pairs.gz	E75	ExE ectoderm
GasaE751204	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998821_GasaE751204.pairs.gz	E75	ExE endoderm
GasaE751206	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998832_GasaE751206.pairs.gz	E75	neural ectoderm
GasaE751208	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998845_GasaE751208.pairs.gz	E75	endoderm
GasaE751210	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998848_GasaE751210.pairs.gz	E75	neural ectoderm
GasaE751213	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998850_GasaE751213.pairs.gz	E75	neural ectoderm
GasaE751214	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998851_GasaE751214.pairs.gz	E75	mitosis
GasaE751215	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998852_GasaE751215.pairs.gz	E75	endoderm
GasaE751217	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998854_GasaE751217.pairs.gz	E75	ExE endoderm
GasaE751218	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998855_GasaE751218.pairs.gz	E75	early mesenchyme
GasaE751219	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998856_GasaE751219.pairs.gz	E75	ExE mesoderm
GasaE751221	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998858_GasaE751221.pairs.gz	E75	early mesenchyme
GasaE751224	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998861_GasaE751224.pairs.gz	E75	neural ectoderm
GasaE751225	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998862_GasaE751225.pairs.gz	E75	blood
GasaE751226	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998863_GasaE751226.pairs.gz	E75	early mesoderm
GasaE751227	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998864_GasaE751227.pairs.gz	E75	ExE ectoderm
GasaE751228	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998865_GasaE751228.pairs.gz	E75	neural ectoderm
GasaE751229	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998866_GasaE751229.pairs.gz	E75	ExE mesoderm
GasaE751230	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998867_GasaE751230.pairs.gz	E75	endoderm
GasaE751231	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998868_GasaE751231.pairs.gz	E75	neural ectoderm
GasaE751233	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998870_GasaE751233.pairs.gz	E75	ExE ectoderm
GasaE751235	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998872_GasaE751235.pairs.gz	E75	neural ectoderm
GasaE751237	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998874_GasaE751237.pairs.gz	E75	ExE endoderm
GasaE751238	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998875_GasaE751238.pairs.gz	E75	epithelial cells
GasaE751240	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998877_GasaE751240.pairs.gz	E75	ExE endoderm
GasaE751243	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998879_GasaE751243.pairs.gz	E75	early mesenchyme
GasaE751245	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998880_GasaE751245.pairs.gz	E75	ExE mesoderm
GasaE751247	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998882_GasaE751247.pairs.gz	E75	ExE endoderm
GasaE751248	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998883_GasaE751248.pairs.gz	E75	epithelial cells
GasaE751249	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998884_GasaE751249.pairs.gz	E75	neural ectoderm
GasaE751250	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998885_GasaE751250.pairs.gz	E75	early mesoderm
GasaE751251	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998886_GasaE751251.pairs.gz	E75	early mesenchyme
GasaE751253	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998888_GasaE751253.pairs.gz	E75	early mesenchyme
GasaE751255	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998890_GasaE751255.pairs.gz	E75	mitosis
GasaE751256	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998891_GasaE751256.pairs.gz	E75	ExE endoderm
GasaE751258	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998892_GasaE751258.pairs.gz	E75	blood
GasaE751259	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998893_GasaE751259.pairs.gz	E75	neural ectoderm
GasaE751261	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998895_GasaE751261.pairs.gz	E75	mitosis
GasaE751264	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998898_GasaE751264.pairs.gz	E75	neural ectoderm
GasaE751265	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998899_GasaE751265.pairs.gz	E75	blood
GasaE751268	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998902_GasaE751268.pairs.gz	E75	mitosis
GasaE751270	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998904_GasaE751270.pairs.gz	E75	early mesoderm
GasaE751271	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998905_GasaE751271.pairs.gz	E75	ExE endoderm
GasaE751274	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998908_GasaE751274.pairs.gz	E75	neural ectoderm
GasaE751275	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998909_GasaE751275.pairs.gz	E75	ExE endoderm
GasaE751276	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998910_GasaE751276.pairs.gz	E75	blood
GasaE751280	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998914_GasaE751280.pairs.gz	E75	ExE endoderm
GasaE751282	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998916_GasaE751282.pairs.gz	E75	ExE ectoderm
GasaE751284	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998918_GasaE751284.pairs.gz	E75	blood
GasaE751287	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998919_GasaE751287.pairs.gz	E75	neural ectoderm
GasaE751289	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998921_GasaE751289.pairs.gz	E75	early mesenchyme
GasaE751290	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998922_GasaE751290.pairs.gz	E75	blood
GasaE751293	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998925_GasaE751293.pairs.gz	E75	ExE endoderm
GasaE751296	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998928_GasaE751296.pairs.gz	E75	mitosis
GasaE751297	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998929_GasaE751297.pairs.gz	E75	blood
GasaE751300	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998932_GasaE751300.pairs.gz	E75	early mesenchyme
GasaE751302	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998934_GasaE751302.pairs.gz	E75	neural ectoderm
GasaE751303	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998935_GasaE751303.pairs.gz	E75	mitosis
GasaE751307	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998939_GasaE751307.pairs.gz	E75	neural ectoderm
GasaE751308	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998940_GasaE751308.pairs.gz	E75	ExE ectoderm
GasaE751309	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998941_GasaE751309.pairs.gz	E75	neural ectoderm
GasaE751310	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998942_GasaE751310.pairs.gz	E75	neural ectoderm
GasaE751313	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998945_GasaE751313.pairs.gz	E75	neural ectoderm
GasaE751316	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998948_GasaE751316.pairs.gz	E75	neural ectoderm
GasaE751319	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998951_GasaE751319.pairs.gz	E75	neural ectoderm
GasaE751321	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998952_GasaE751321.pairs.gz	E75	ExE mesoderm
GasaE751324	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998955_GasaE751324.pairs.gz	E75	neural ectoderm
GasaE751326	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998957_GasaE751326.pairs.gz	E75	early mesenchyme
GasaE751327	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998958_GasaE751327.pairs.gz	E75	ExE endoderm
GasaE751328	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998959_GasaE751328.pairs.gz	E75	mitosis
GasaE751329	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998960_GasaE751329.pairs.gz	E75	neural ectoderm
GasaE751330	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998961_GasaE751330.pairs.gz	E75	ExE mesoderm
GasaE751331	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998962_GasaE751331.pairs.gz	E75	neural ectoderm
GasaE751332	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998963_GasaE751332.pairs.gz	E75	blood
GasaE751334	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998965_GasaE751334.pairs.gz	E75	ExE mesoderm
GasaE751335	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998966_GasaE751335.pairs.gz	E75	endoderm
GasaE751339	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998970_GasaE751339.pairs.gz	E75	neural ectoderm
GasaE751342	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998973_GasaE751342.pairs.gz	E75	early mesoderm
GasaE751343	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998974_GasaE751343.pairs.gz	E75	neural ectoderm
GasaE751346	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998977_GasaE751346.pairs.gz	E75	ExE endoderm
GasaE751348	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998979_GasaE751348.pairs.gz	E75	mitosis
GasaE751349	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998980_GasaE751349.pairs.gz	E75	early mesoderm
GasaE751352	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998983_GasaE751352.pairs.gz	E75	ExE mesoderm
GasaE751355	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998986_GasaE751355.pairs.gz	E75	ExE ectoderm
GasaE751356	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998987_GasaE751356.pairs.gz	E75	blood
GasaE751357	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998988_GasaE751357.pairs.gz	E75	neural ectoderm
GasaE751358	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998989_GasaE751358.pairs.gz	E75	neural ectoderm
