filename,chromosome_count,cellname,stage,celltype,filepath
GSM6998630,21,GasaE751037,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998630_GasaE751037.pairs.gz
GSM6998631,20,GasaE751038,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998631_GasaE751038.pairs.gz
GSM6998632,20,GasaE751039,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998632_GasaE751039.pairs.gz
GSM6998633,20,GasaE751040,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998633_GasaE751040.pairs.gz
GSM6998634,21,GasaE751041,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998634_GasaE751041.pairs.gz
GSM6998635,21,GasaE751042,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998635_GasaE751042.pairs.gz
GSM6998636,20,GasaE751043,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998636_GasaE751043.pairs.gz
GSM6998637,21,GasaE751044,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998637_GasaE751044.pairs.gz
GSM6998638,20,GasaE751045,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998638_GasaE751045.pairs.gz
GSM6998639,20,GasaE751046,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998639_GasaE751046.pairs.gz
GSM6998640,20,GasaE751047,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998640_GasaE751047.pairs.gz
GSM6998641,21,GasaE751048,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998641_GasaE751048.pairs.gz
GSM6998642,21,GasaE751049,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998642_GasaE751049.pairs.gz
GSM6998643,21,GasaE751050,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998643_GasaE751050.pairs.gz
GSM6998644,21,GasaE751051,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998644_GasaE751051.pairs.gz
GSM6998645,21,GasaE751052,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998645_GasaE751052.pairs.gz
GSM6998646,21,GasaE751053,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998646_GasaE751053.pairs.gz
GSM6998647,20,GasaE751054,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998647_GasaE751054.pairs.gz
GSM6998648,20,GasaE751055,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998648_GasaE751055.pairs.gz
GSM6998649,20,GasaE751056,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998649_GasaE751056.pairs.gz
GSM6998650,20,GasaE751057,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998650_GasaE751057.pairs.gz
GSM6998651,20,GasaE751058,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998651_GasaE751058.pairs.gz
GSM6998652,20,GasaE751059,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998652_GasaE751059.pairs.gz
GSM6998653,21,GasaE751060,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998653_GasaE751060.pairs.gz
GSM6998654,20,GasaE751061,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998654_GasaE751061.pairs.gz
GSM6998655,20,GasaE751062,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998655_GasaE751062.pairs.gz
GSM6998656,21,GasaE751063,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998656_GasaE751063.pairs.gz
GSM6998657,20,GasaE751064,E75,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998657_GasaE751064.pairs.gz
GSM6998658,21,GasaE751065,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998658_GasaE751065.pairs.gz
GSM6998659,21,GasaE751066,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998659_GasaE751066.pairs.gz
GSM6998660,20,GasaE751067,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998660_GasaE751067.pairs.gz
GSM6998661,21,GasaE751068,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998661_GasaE751068.pairs.gz
GSM6998662,21,GasaE751069,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998662_GasaE751069.pairs.gz
GSM6998663,21,GasaE751070,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998663_GasaE751070.pairs.gz
GSM6998664,20,GasaE751071,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998664_GasaE751071.pairs.gz
GSM6998665,20,GasaE751072,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998665_GasaE751072.pairs.gz
GSM6998666,20,GasaE751073,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998666_GasaE751073.pairs.gz
GSM6998667,20,GasaE751074,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998667_GasaE751074.pairs.gz
GSM6998668,21,GasaE751075,E75,epithelial cells,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998668_GasaE751075.pairs.gz
GSM6998669,20,GasaE751076,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998669_GasaE751076.pairs.gz
GSM6998670,21,GasaE751077,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998670_GasaE751077.pairs.gz
GSM6998671,21,GasaE751078,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998671_GasaE751078.pairs.gz
GSM6998672,21,GasaE751079,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998672_GasaE751079.pairs.gz
GSM6998673,21,GasaE751080,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998673_GasaE751080.pairs.gz
GSM6998674,20,GasaE751081,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998674_GasaE751081.pairs.gz
GSM6998675,21,GasaE751082,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998675_GasaE751082.pairs.gz
GSM6998676,21,GasaE751083,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998676_GasaE751083.pairs.gz
GSM6998677,20,GasaE751084,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998677_GasaE751084.pairs.gz
GSM6998678,20,GasaE751085,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998678_GasaE751085.pairs.gz
GSM6998679,20,GasaE751086,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998679_GasaE751086.pairs.gz
GSM6998680,21,GasaE751087,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998680_GasaE751087.pairs.gz
GSM6998681,20,GasaE751088,E75,epithelial cells,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998681_GasaE751088.pairs.gz
GSM6998682,20,GasaE751089,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998682_GasaE751089.pairs.gz
GSM6998683,21,GasaE751090,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998683_GasaE751090.pairs.gz
GSM6998684,21,GasaE751092,E75,epithelial cells,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998684_GasaE751092.pairs.gz
GSM6998685,21,GasaE751093,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998685_GasaE751093.pairs.gz
GSM6998686,20,GasaE751094,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998686_GasaE751094.pairs.gz
GSM6998687,20,GasaE751095,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998687_GasaE751095.pairs.gz
GSM6998688,20,GasaE751096,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998688_GasaE751096.pairs.gz
GSM6998689,20,GasaE751097,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998689_GasaE751097.pairs.gz
GSM6998690,21,GasaE751098,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998690_GasaE751098.pairs.gz
GSM6998691,21,GasaE751099,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998691_GasaE751099.pairs.gz
GSM6998692,21,GasaE751100,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998692_GasaE751100.pairs.gz
GSM6998693,20,GasaE751101,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998693_GasaE751101.pairs.gz
GSM6998694,20,GasaE751102,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998694_GasaE751102.pairs.gz
GSM6998695,20,GasaE751103,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998695_GasaE751103.pairs.gz
GSM6998696,21,GasaE751104,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998696_GasaE751104.pairs.gz
GSM6998697,20,GasaE751105,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998697_GasaE751105.pairs.gz
GSM6998698,21,GasaE751106,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998698_GasaE751106.pairs.gz
GSM6998699,20,GasaE751107,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998699_GasaE751107.pairs.gz
GSM6998700,20,GasaE751108,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998700_GasaE751108.pairs.gz
GSM6998701,20,GasaE751109,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998701_GasaE751109.pairs.gz
GSM6998702,21,GasaE751110,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998702_GasaE751110.pairs.gz
GSM6998703,21,GasaE751111,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998703_GasaE751111.pairs.gz
GSM6998704,21,GasaE751112,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998704_GasaE751112.pairs.gz
GSM6998705,21,GasaE751113,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998705_GasaE751113.pairs.gz
GSM6998706,20,GasaE751114,E75,epithelial cells,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998706_GasaE751114.pairs.gz
GSM6998707,20,GasaE751115,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998707_GasaE751115.pairs.gz
GSM6998708,20,GasaE751116,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998708_GasaE751116.pairs.gz
GSM6998709,20,GasaE751117,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998709_GasaE751117.pairs.gz
GSM6998710,20,GasaE751118,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998710_GasaE751118.pairs.gz
GSM6998711,21,GasaE751119,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998711_GasaE751119.pairs.gz
GSM6998712,20,GasaE751120,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998712_GasaE751120.pairs.gz
GSM6998713,20,GasaE751121,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998713_GasaE751121.pairs.gz
GSM6998714,20,GasaE751122,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998714_GasaE751122.pairs.gz
GSM6998715,20,GasaE751123,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998715_GasaE751123.pairs.gz
GSM6998716,21,GasaE751124,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998716_GasaE751124.pairs.gz
GSM6998717,20,GasaE751125,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998717_GasaE751125.pairs.gz
GSM6998718,21,GasaE751126,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998718_GasaE751126.pairs.gz
GSM6998719,21,GasaE751127,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998719_GasaE751127.pairs.gz
GSM6998720,20,GasaE751128,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998720_GasaE751128.pairs.gz
GSM6998721,21,GasaE751129,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998721_GasaE751129.pairs.gz
GSM6998722,20,GasaE751130,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998722_GasaE751130.pairs.gz
GSM6998723,21,GasaE751131,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998723_GasaE751131.pairs.gz
GSM6998724,21,GasaE751132,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998724_GasaE751132.pairs.gz
GSM6998725,21,GasaE751133,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998725_GasaE751133.pairs.gz
GSM6998726,20,GasaE751134,E75,epithelial cells,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998726_GasaE751134.pairs.gz
GSM6998727,20,GasaE751135,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998727_GasaE751135.pairs.gz
GSM6998728,21,GasaE751136,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998728_GasaE751136.pairs.gz
GSM6998729,21,GasaE751137,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998729_GasaE751137.pairs.gz
GSM6998730,21,GasaE751138,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998730_GasaE751138.pairs.gz
GSM6998731,20,GasaE751139,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998731_GasaE751139.pairs.gz
GSM6998732,20,GasaE751140,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998732_GasaE751140.pairs.gz
GSM6998733,21,GasaE751141,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998733_GasaE751141.pairs.gz
GSM6998734,21,GasaE751142,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998734_GasaE751142.pairs.gz
GSM6998735,20,GasaE751143,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998735_GasaE751143.pairs.gz
GSM6998736,20,GasaE751144,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998736_GasaE751144.pairs.gz
GSM6998737,20,GasaE751145,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998737_GasaE751145.pairs.gz
GSM6998738,20,GasaE751146,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998738_GasaE751146.pairs.gz
GSM6998739,20,GasaE751147,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998739_GasaE751147.pairs.gz
GSM6998740,21,GasaE751148,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998740_GasaE751148.pairs.gz
GSM6998741,20,GasaE751149,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998741_GasaE751149.pairs.gz
GSM6998742,20,GasaE751150,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998742_GasaE751150.pairs.gz
GSM6998743,21,GasaE751151,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998743_GasaE751151.pairs.gz
GSM6998744,21,GasaE751152,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998744_GasaE751152.pairs.gz
GSM6998745,20,GasaE751153,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998745_GasaE751153.pairs.gz
GSM6998746,20,GasaE751154,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998746_GasaE751154.pairs.gz
GSM6998747,20,GasaE751155,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998747_GasaE751155.pairs.gz
GSM6998748,21,GasaE751156,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998748_GasaE751156.pairs.gz
GSM6998749,20,GasaE751157,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998749_GasaE751157.pairs.gz
GSM6998750,20,GasaE751158,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998750_GasaE751158.pairs.gz
GSM6998751,21,GasaE751159,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998751_GasaE751159.pairs.gz
GSM6998752,21,GasaE751160,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998752_GasaE751160.pairs.gz
GSM6998753,20,GasaE751161,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998753_GasaE751161.pairs.gz
GSM6998754,20,GasaE751162,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998754_GasaE751162.pairs.gz
GSM6998755,20,GasaE751163,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998755_GasaE751163.pairs.gz
GSM6998756,21,GasaE751164,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998756_GasaE751164.pairs.gz
GSM6998757,20,GasaE751165,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998757_GasaE751165.pairs.gz
GSM6998758,21,GasaE751166,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998758_GasaE751166.pairs.gz
