filename,chromosome_count,cellname,stage,celltype,filepath
GSM6998624,21,GasaE751030,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998624_GasaE751030.pairs.gz
GSM6998628,21,GasaE751035,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998628_GasaE751035.pairs.gz
GSM6998629,21,GasaE751036,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998629_GasaE751036.pairs.gz
GSM6998630,21,GasaE751037,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998630_GasaE751037.pairs.gz
GSM6998634,21,GasaE751041,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998634_GasaE751041.pairs.gz
GSM6998635,21,GasaE751042,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998635_GasaE751042.pairs.gz
GSM6998637,21,GasaE751044,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998637_GasaE751044.pairs.gz
GSM6998641,21,GasaE751048,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998641_GasaE751048.pairs.gz
GSM6998642,21,GasaE751049,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998642_GasaE751049.pairs.gz
GSM6998643,21,GasaE751050,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998643_GasaE751050.pairs.gz
GSM6998644,21,GasaE751051,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998644_GasaE751051.pairs.gz
GSM6998645,21,GasaE751052,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998645_GasaE751052.pairs.gz
GSM6998646,21,GasaE751053,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998646_GasaE751053.pairs.gz
GSM6998653,21,GasaE751060,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998653_GasaE751060.pairs.gz
GSM6998656,21,GasaE751063,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998656_GasaE751063.pairs.gz
GSM6998658,21,GasaE751065,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998658_GasaE751065.pairs.gz
GSM6998659,21,GasaE751066,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998659_GasaE751066.pairs.gz
GSM6998661,21,GasaE751068,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998661_GasaE751068.pairs.gz
GSM6998662,21,GasaE751069,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998662_GasaE751069.pairs.gz
GSM6998663,21,GasaE751070,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998663_GasaE751070.pairs.gz
GSM6998668,21,GasaE751075,E75,epithelial cells,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998668_GasaE751075.pairs.gz
GSM6998670,21,GasaE751077,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998670_GasaE751077.pairs.gz
GSM6998671,21,GasaE751078,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998671_GasaE751078.pairs.gz
GSM6998672,21,GasaE751079,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998672_GasaE751079.pairs.gz
GSM6998673,21,GasaE751080,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998673_GasaE751080.pairs.gz
GSM6998675,21,GasaE751082,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998675_GasaE751082.pairs.gz
GSM6998676,21,GasaE751083,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998676_GasaE751083.pairs.gz
GSM6998680,21,GasaE751087,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998680_GasaE751087.pairs.gz
GSM6998683,21,GasaE751090,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998683_GasaE751090.pairs.gz
GSM6998684,21,GasaE751092,E75,epithelial cells,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998684_GasaE751092.pairs.gz
GSM6998685,21,GasaE751093,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998685_GasaE751093.pairs.gz
GSM6998690,21,GasaE751098,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998690_GasaE751098.pairs.gz
GSM6998691,21,GasaE751099,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998691_GasaE751099.pairs.gz
GSM6998692,21,GasaE751100,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998692_GasaE751100.pairs.gz
GSM6998696,21,GasaE751104,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998696_GasaE751104.pairs.gz
GSM6998698,21,GasaE751106,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998698_GasaE751106.pairs.gz
GSM6998702,21,GasaE751110,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998702_GasaE751110.pairs.gz
GSM6998703,21,GasaE751111,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998703_GasaE751111.pairs.gz
GSM6998704,21,GasaE751112,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998704_GasaE751112.pairs.gz
GSM6998705,21,GasaE751113,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998705_GasaE751113.pairs.gz
GSM6998711,21,GasaE751119,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998711_GasaE751119.pairs.gz
GSM6998716,21,GasaE751124,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998716_GasaE751124.pairs.gz
GSM6998718,21,GasaE751126,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998718_GasaE751126.pairs.gz
GSM6998719,21,GasaE751127,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998719_GasaE751127.pairs.gz
GSM6998721,21,GasaE751129,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998721_GasaE751129.pairs.gz
GSM6998723,21,GasaE751131,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998723_GasaE751131.pairs.gz
GSM6998724,21,GasaE751132,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998724_GasaE751132.pairs.gz
GSM6998725,21,GasaE751133,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998725_GasaE751133.pairs.gz
GSM6998728,21,GasaE751136,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998728_GasaE751136.pairs.gz
GSM6998729,21,GasaE751137,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998729_GasaE751137.pairs.gz
GSM6998730,21,GasaE751138,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998730_GasaE751138.pairs.gz
GSM6998733,21,GasaE751141,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998733_GasaE751141.pairs.gz
GSM6998734,21,GasaE751142,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998734_GasaE751142.pairs.gz
GSM6998740,21,GasaE751148,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998740_GasaE751148.pairs.gz
GSM6998743,21,GasaE751151,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998743_GasaE751151.pairs.gz
GSM6998744,21,GasaE751152,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998744_GasaE751152.pairs.gz
GSM6998748,21,GasaE751156,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998748_GasaE751156.pairs.gz
GSM6998751,21,GasaE751159,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998751_GasaE751159.pairs.gz
GSM6998752,21,GasaE751160,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998752_GasaE751160.pairs.gz
GSM6998756,21,GasaE751164,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998756_GasaE751164.pairs.gz
GSM6998758,21,GasaE751166,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998758_GasaE751166.pairs.gz
GSM6998760,21,GasaE751168,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998760_GasaE751168.pairs.gz
GSM6998762,21,GasaE751170,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998762_GasaE751170.pairs.gz
GSM6998766,21,GasaE751174,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998766_GasaE751174.pairs.gz
GSM6998768,21,GasaE751176,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998768_GasaE751176.pairs.gz
GSM6998769,21,GasaE751177,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998769_GasaE751177.pairs.gz
GSM6998770,21,GasaE751178,E75,epithelial cells,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998770_GasaE751178.pairs.gz
GSM6998771,21,GasaE751179,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998771_GasaE751179.pairs.gz
GSM6998773,21,GasaE751181,E75,epithelial cells,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998773_GasaE751181.pairs.gz
GSM6998774,21,GasaE751183,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998774_GasaE751183.pairs.gz
GSM6998775,21,GasaE751184,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998775_GasaE751184.pairs.gz
GSM6998777,21,GasaE751186,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998777_GasaE751186.pairs.gz
GSM6998778,21,GasaE751187,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998778_GasaE751187.pairs.gz
GSM6998779,21,GasaE751188,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998779_GasaE751188.pairs.gz
GSM6998781,21,GasaE751190,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998781_GasaE751190.pairs.gz
GSM6998784,21,GasaE751193,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998784_GasaE751193.pairs.gz
GSM6998800,21,GasaE751200,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998800_GasaE751200.pairs.gz
GSM6998805,21,GasaE751201,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998805_GasaE751201.pairs.gz
GSM6998811,21,GasaE751202,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998811_GasaE751202.pairs.gz
GSM6998816,21,GasaE751203,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998816_GasaE751203.pairs.gz
GSM6998821,21,GasaE751204,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998821_GasaE751204.pairs.gz
GSM6998832,21,GasaE751206,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998832_GasaE751206.pairs.gz
GSM6998845,21,GasaE751208,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998845_GasaE751208.pairs.gz
GSM6998848,21,GasaE751210,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998848_GasaE751210.pairs.gz
GSM6998850,21,GasaE751213,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998850_GasaE751213.pairs.gz
GSM6998851,21,GasaE751214,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998851_GasaE751214.pairs.gz
GSM6998852,21,GasaE751215,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998852_GasaE751215.pairs.gz
GSM6998854,21,GasaE751217,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998854_GasaE751217.pairs.gz
GSM6998855,21,GasaE751218,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998855_GasaE751218.pairs.gz
GSM6998856,21,GasaE751219,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998856_GasaE751219.pairs.gz
GSM6998858,21,GasaE751221,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998858_GasaE751221.pairs.gz
GSM6998861,21,GasaE751224,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998861_GasaE751224.pairs.gz
GSM6998862,21,GasaE751225,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998862_GasaE751225.pairs.gz
GSM6998863,21,GasaE751226,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998863_GasaE751226.pairs.gz
GSM6998864,21,GasaE751227,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998864_GasaE751227.pairs.gz
GSM6998865,21,GasaE751228,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998865_GasaE751228.pairs.gz
GSM6998866,21,GasaE751229,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998866_GasaE751229.pairs.gz
GSM6998867,21,GasaE751230,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998867_GasaE751230.pairs.gz
GSM6998868,21,GasaE751231,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998868_GasaE751231.pairs.gz
GSM6998870,21,GasaE751233,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998870_GasaE751233.pairs.gz
GSM6998872,21,GasaE751235,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998872_GasaE751235.pairs.gz
GSM6998874,21,GasaE751237,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998874_GasaE751237.pairs.gz
GSM6998875,21,GasaE751238,E75,epithelial cells,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998875_GasaE751238.pairs.gz
GSM6998877,21,GasaE751240,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998877_GasaE751240.pairs.gz
GSM6998879,21,GasaE751243,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998879_GasaE751243.pairs.gz
GSM6998880,21,GasaE751245,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998880_GasaE751245.pairs.gz
GSM6998882,21,GasaE751247,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998882_GasaE751247.pairs.gz
GSM6998883,21,GasaE751248,E75,epithelial cells,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998883_GasaE751248.pairs.gz
GSM6998884,21,GasaE751249,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998884_GasaE751249.pairs.gz
GSM6998885,21,GasaE751250,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998885_GasaE751250.pairs.gz
GSM6998886,21,GasaE751251,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998886_GasaE751251.pairs.gz
GSM6998888,21,GasaE751253,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998888_GasaE751253.pairs.gz
GSM6998890,21,GasaE751255,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998890_GasaE751255.pairs.gz
GSM6998891,21,GasaE751256,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998891_GasaE751256.pairs.gz
GSM6998892,21,GasaE751258,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998892_GasaE751258.pairs.gz
GSM6998893,21,GasaE751259,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998893_GasaE751259.pairs.gz
GSM6998895,21,GasaE751261,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998895_GasaE751261.pairs.gz
GSM6998898,21,GasaE751264,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998898_GasaE751264.pairs.gz
GSM6998899,21,GasaE751265,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998899_GasaE751265.pairs.gz
GSM6998902,21,GasaE751268,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998902_GasaE751268.pairs.gz
GSM6998904,21,GasaE751270,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998904_GasaE751270.pairs.gz
GSM6998905,21,GasaE751271,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998905_GasaE751271.pairs.gz
GSM6998908,21,GasaE751274,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998908_GasaE751274.pairs.gz
GSM6998909,21,GasaE751275,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998909_GasaE751275.pairs.gz
GSM6998910,21,GasaE751276,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998910_GasaE751276.pairs.gz
GSM6998914,21,GasaE751280,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998914_GasaE751280.pairs.gz
GSM6998916,21,GasaE751282,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998916_GasaE751282.pairs.gz
GSM6998918,21,GasaE751284,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998918_GasaE751284.pairs.gz
GSM6998919,21,GasaE751287,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998919_GasaE751287.pairs.gz
GSM6998921,21,GasaE751289,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998921_GasaE751289.pairs.gz
GSM6998922,21,GasaE751290,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998922_GasaE751290.pairs.gz
GSM6998925,21,GasaE751293,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998925_GasaE751293.pairs.gz
GSM6998928,21,GasaE751296,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998928_GasaE751296.pairs.gz
GSM6998929,21,GasaE751297,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998929_GasaE751297.pairs.gz
GSM6998932,21,GasaE751300,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998932_GasaE751300.pairs.gz
GSM6998934,21,GasaE751302,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998934_GasaE751302.pairs.gz
GSM6998935,21,GasaE751303,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998935_GasaE751303.pairs.gz
GSM6998939,21,GasaE751307,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998939_GasaE751307.pairs.gz
GSM6998940,21,GasaE751308,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998940_GasaE751308.pairs.gz
GSM6998941,21,GasaE751309,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998941_GasaE751309.pairs.gz
GSM6998942,21,GasaE751310,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998942_GasaE751310.pairs.gz
GSM6998945,21,GasaE751313,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998945_GasaE751313.pairs.gz
GSM6998948,21,GasaE751316,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998948_GasaE751316.pairs.gz
GSM6998951,21,GasaE751319,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998951_GasaE751319.pairs.gz
GSM6998952,21,GasaE751321,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998952_GasaE751321.pairs.gz
GSM6998955,21,GasaE751324,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998955_GasaE751324.pairs.gz
GSM6998957,21,GasaE751326,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6998957_GasaE751326.pairs.gz
